TKR,C/P,STRIKE,OPTKR,EXPDAY
UBER,C,40,UBER  210618C00040000,2021-06-18
UBER,C,45,UBER  210618C00045000,2021-06-18
UBER,C,50,UBER  210618C00050000,2021-06-18
UBER,C,50.19,"",2021-06-18
UBER,C,51.5,UBER  210618C00051500,2021-06-18
UBER,C,52,UBER  210618C00052000,2021-06-18
UBER,C,52.5,UBER  210618C00052500,2021-06-18
UBER,C,55,UBER  210618C00055000,2021-06-18
UBER,C,57.5,UBER  210618C00057500,2021-06-18
UBER,C,60,UBER  210618C00060000,2021-06-18
UBER,C,62.5,UBER  210618C00062500,2021-06-18
UBER,C,65,UBER  210618C00065000,2021-06-18
UBER,C,67.5,UBER  210618C00067500,2021-06-18
UBER,C,70,UBER  210618C00070000,2021-06-18
UBER,C,75,UBER  210618C00075000,2021-06-18
UBER,C,80,UBER  210618C00080000,2021-06-18
UBER,C,85,UBER  210618C00085000,2021-06-18
UBER,C,90,UBER  210618C00090000,2021-06-18
UBER,C,95,UBER  210618C00095000,2021-06-18
UBER,P,23,UBER  210618P00023000,2021-06-18
UBER,P,25,UBER  210618P00025000,2021-06-18
UBER,P,28,UBER  210618P00028000,2021-06-18
UBER,P,30,UBER  210618P00030000,2021-06-18
UBER,P,32,UBER  210618P00032000,2021-06-18
UBER,P,34,UBER  210618P00034000,2021-06-18
UBER,P,35,UBER  210618P00035000,2021-06-18
UBER,P,37,UBER  210618P00037000,2021-06-18
UBER,P,39,UBER  210618P00039000,2021-06-18
UBER,P,40,UBER  210618P00040000,2021-06-18
UBER,P,41,UBER  210618P00041000,2021-06-18
UBER,P,42,UBER  210618P00042000,2021-06-18
UBER,P,43,UBER  210618P00043000,2021-06-18
UBER,P,44,UBER  210618P00044000,2021-06-18
UBER,P,45,UBER  210618P00045000,2021-06-18
UBER,P,50,UBER  210618P00050000,2021-06-18
UBER,P,50.19,"",2021-06-18
UBER,P,52.5,UBER  210618P00052500,2021-06-18
UBER,P,55,UBER  210618P00055000,2021-06-18
UBER,P,60,UBER  210618P00060000,2021-06-18
UBER,C,47.5,UBER  210716C00047500,2021-07-16
UBER,C,50,UBER  210716C00050000,2021-07-16
UBER,C,50.19,"",2021-07-16
UBER,C,52.5,UBER  210716C00052500,2021-07-16
UBER,C,55,UBER  210716C00055000,2021-07-16
UBER,C,60,UBER  210716C00060000,2021-07-16
UBER,P,42.5,UBER  210716P00042500,2021-07-16
UBER,P,45,UBER  210716P00045000,2021-07-16
UBER,P,47.5,UBER  210716P00047500,2021-07-16
UBER,P,50,UBER  210716P00050000,2021-07-16
UBER,P,50.19,"",2021-07-16
UBER,C,50,UBER  210820C00050000,2021-08-20
UBER,C,50.19,"",2021-08-20
UBER,C,52.5,UBER  210820C00052500,2021-08-20
UBER,C,55,UBER  210820C00055000,2021-08-20
UBER,C,60,UBER  210820C00060000,2021-08-20
UBER,C,62.5,UBER  210820C00062500,2021-08-20
UBER,C,65,UBER  210820C00065000,2021-08-20
UBER,C,75,UBER  210820C00075000,2021-08-20
UBER,P,37.5,UBER  210820P00037500,2021-08-20
UBER,P,45,UBER  210820P00045000,2021-08-20
UBER,P,47.5,UBER  210820P00047500,2021-08-20
UBER,P,50,UBER  210820P00050000,2021-08-20
UBER,P,50.19,"",2021-08-20
UBER,P,52.5,UBER  210820P00052500,2021-08-20
UBER,P,55,UBER  210820P00055000,2021-08-20
UBER,P,65,UBER  210820P00065000,2021-08-20
UDR,C,45,UDR   210618C00045000,2021-06-18
UDR,C,49.1,"",2021-06-18
UDR,P,45,UDR   210618P00045000,2021-06-18
UDR,P,49.1,"",2021-06-18
UEC,C,3.31,"",2021-07-16
UEC,C,3.5,UEC   210716C00003500,2021-07-16
UEC,C,3,UEC   210820C00003000,2021-08-20
UEC,C,3.31,"",2021-08-20
UEC,C,4,UEC   210820C00004000,2021-08-20
UEC,C,6,UEC   210820C00006000,2021-08-20
UEPS,C,5.2,"",2021-07-16
UEPS,C,7,UEPS  210716C00007000,2021-07-16
UHS,C,145,UHS   210716C00145000,2021-07-16
UHS,C,155,UHS   210716C00155000,2021-07-16
UHS,C,159.87,"",2021-07-16
UIS,P,21,UIS   210618P00021000,2021-06-18
UIS,P,27.38,"",2021-06-18
UIS,P,16,UIS   210716P00016000,2021-07-16
UIS,P,27.38,"",2021-07-16
ULTA,P,310,ULTA  210618P00310000,2021-06-18
ULTA,P,315,ULTA  210618P00315000,2021-06-18
ULTA,P,326.23,"",2021-06-18
UNFI,C,30,UNFI  210618C00030000,2021-06-18
UNFI,C,35,UNFI  210618C00035000,2021-06-18
UNFI,C,39.32,"",2021-06-18
UNFI,C,40,UNFI  210618C00040000,2021-06-18
UNFI,C,45,UNFI  210618C00045000,2021-06-18
UNFI,P,30,UNFI  210618P00030000,2021-06-18
UNFI,P,35,UNFI  210618P00035000,2021-06-18
UNFI,P,39.32,"",2021-06-18
UNFI,C,35,UNFI  210820C00035000,2021-08-20
UNFI,C,39.32,"",2021-08-20
UNFI,P,25,UNFI  210820P00025000,2021-08-20
UNFI,P,39.32,"",2021-08-20
UNH,C,360,UNH   210618C00360000,2021-06-18
UNH,C,380,UNH   210618C00380000,2021-06-18
UNH,C,405.4,"",2021-06-18
UNH,C,420,UNH   210618C00420000,2021-06-18
UNIT,C,10.88,"",2021-08-20
UNIT,C,11,UNIT  210820C00011000,2021-08-20
UNM,C,30,UNM   210618C00030000,2021-06-18
UNM,C,31.5,"",2021-06-18
UNM,P,22.5,UNM   210618P00022500,2021-06-18
UNM,P,31.5,"",2021-06-18
UNP,C,220,UNP   210618C00220000,2021-06-18
UNP,C,225,UNP   210618C00225000,2021-06-18
UNP,C,226.36,"",2021-06-18
UNP,C,235,UNP   210618C00235000,2021-06-18
UNP,C,240,UNP   210618C00240000,2021-06-18
UNP,P,200,UNP   210618P00200000,2021-06-18
UNP,P,226.36,"",2021-06-18
UNP,C,225,UNP   210716C00225000,2021-07-16
UNP,C,226.36,"",2021-07-16
UNP,C,210,UNP   210820C00210000,2021-08-20
UNP,C,220,UNP   210820C00220000,2021-08-20
UNP,C,225,UNP   210820C00225000,2021-08-20
UNP,C,226.36,"",2021-08-20
UNP,C,240,UNP   210820C00240000,2021-08-20
UNP,P,200,UNP   210820P00200000,2021-08-20
UNP,P,225,UNP   210820P00225000,2021-08-20
UNP,P,226.36,"",2021-08-20
UNVR,C,25,UNVR  210618C00025000,2021-06-18
UNVR,C,27.86,"",2021-06-18
UPS,C,195,UPS   210618C00195000,2021-06-18
UPS,C,200,UPS   210618C00200000,2021-06-18
UPS,C,210,UPS   210618C00210000,2021-06-18
UPS,C,210.66,"",2021-06-18
UPS,C,217.5,UPS   210618C00217500,2021-06-18
UPS,C,220,UPS   210618C00220000,2021-06-18
UPS,C,230,UPS   210618C00230000,2021-06-18
UPS,P,145,UPS   210618P00145000,2021-06-18
UPS,P,160,UPS   210618P00160000,2021-06-18
UPS,P,200,UPS   210618P00200000,2021-06-18
UPS,P,210,UPS   210618P00210000,2021-06-18
UPS,P,210.66,"",2021-06-18
UPS,C,185,UPS   210716C00185000,2021-07-16
UPS,C,210,UPS   210716C00210000,2021-07-16
UPS,C,210.66,"",2021-07-16
UPS,C,230,UPS   210716C00230000,2021-07-16
UPS,P,210,UPS   210716P00210000,2021-07-16
UPS,P,210.66,"",2021-07-16
UPS,C,180,UPS   210820C00180000,2021-08-20
UPS,C,210.66,"",2021-08-20
UPST,P,90,UPST  210618P00090000,2021-06-18
UPST,P,120,UPST  210618P00120000,2021-06-18
UPST,P,160,UPST  210618P00160000,2021-06-18
UPST,P,164.4,"",2021-06-18
UPWK,C,20,UPWK  210618C00020000,2021-06-18
UPWK,C,45,UPWK  210618C00045000,2021-06-18
UPWK,C,46.42,"",2021-06-18
UPWK,C,55,UPWK  210618C00055000,2021-06-18
URBN,C,37,URBN  210618C00037000,2021-06-18
URBN,C,37.26,"",2021-06-18
USB,C,52.5,USB   210618C00052500,2021-06-18
USB,C,55,USB   210618C00055000,2021-06-18
USB,C,57.5,USB   210618C00057500,2021-06-18
USB,C,60,USB   210618C00060000,2021-06-18
USB,C,60.77,"",2021-06-18
USB,C,62.5,USB   210618C00062500,2021-06-18
USB,P,45,USB   210618P00045000,2021-06-18
USB,P,52.5,USB   210618P00052500,2021-06-18
USB,P,55,USB   210618P00055000,2021-06-18
USB,P,57.5,USB   210618P00057500,2021-06-18
USB,P,60,USB   210618P00060000,2021-06-18
USB,P,60.77,"",2021-06-18
USB,C,60,USB   210716C00060000,2021-07-16
USB,C,60.77,"",2021-07-16
USB,P,55,USB   210716P00055000,2021-07-16
USB,P,57.5,USB   210716P00057500,2021-07-16
USB,P,60,USB   210716P00060000,2021-07-16
USB,P,60.77,"",2021-07-16
USFD,P,35,USFD  210618P00035000,2021-06-18
USFD,P,37.89,"",2021-06-18
USFD,C,35,USFD  210716C00035000,2021-07-16
USFD,C,37.89,"",2021-07-16
USFD,C,40,USFD  210716C00040000,2021-07-16
USFD,C,50,USFD  210716C00050000,2021-07-16
USFD,P,30,USFD  210716P00030000,2021-07-16
USFD,P,37.89,"",2021-07-16
USFD,C,37.89,"",2021-08-20
USFD,C,40,USFD  210820C00040000,2021-08-20
USFD,C,45,USFD  210820C00045000,2021-08-20
UWMC,C,8,UWMC  210618C00008000,2021-06-18
UWMC,C,8.88,"",2021-06-18
UWMC,C,9,UWMC  210618C00009000,2021-06-18
UWMC,C,10,UWMC  210618C00010000,2021-06-18
UWMC,C,11,UWMC  210618C00011000,2021-06-18
UWMC,C,12,UWMC  210618C00012000,2021-06-18
UWMC,C,13,UWMC  210618C00013000,2021-06-18
UWMC,C,14,UWMC  210618C00014000,2021-06-18
UWMC,C,15,UWMC  210618C00015000,2021-06-18
UWMC,P,6,UWMC  210618P00006000,2021-06-18
UWMC,P,7,UWMC  210618P00007000,2021-06-18
UWMC,P,8,UWMC  210618P00008000,2021-06-18
UWMC,P,8.88,"",2021-06-18
UWMC,P,9,UWMC  210618P00009000,2021-06-18
UWMC,P,10,UWMC  210618P00010000,2021-06-18
UWMC,C,7,UWMC  210716C00007000,2021-07-16
UWMC,C,8,UWMC  210716C00008000,2021-07-16
UWMC,C,8.88,"",2021-07-16
UWMC,C,9,UWMC  210716C00009000,2021-07-16
UWMC,C,10,UWMC  210716C00010000,2021-07-16
UWMC,C,11,UWMC  210716C00011000,2021-07-16
UWMC,C,12,UWMC  210716C00012000,2021-07-16
UWMC,C,7.5,UWMC  210820C00007500,2021-08-20
UWMC,C,8.88,"",2021-08-20
UWMC,C,9,UWMC  210820C00009000,2021-08-20
UWMC,C,10,UWMC  210820C00010000,2021-08-20
UWMC,C,11,UWMC  210820C00011000,2021-08-20
UWMC,C,12.5,UWMC  210820C00012500,2021-08-20
UWMC,C,14,UWMC  210820C00014000,2021-08-20
UWMC,C,15,UWMC  210820C00015000,2021-08-20
UWMC,C,17.5,UWMC  210820C00017500,2021-08-20
UWMC,C,20,UWMC  210820C00020000,2021-08-20
UWMC,C,25,UWMC  210820C00025000,2021-08-20
UXIN,C,3,UXIN  210618C00003000,2021-06-18
UXIN,C,4,UXIN  210618C00004000,2021-06-18
UXIN,C,4.34,"",2021-06-18
UXIN,C,5,UXIN  210618C00005000,2021-06-18
UXIN,C,6,UXIN  210618C00006000,2021-06-18
UXIN,P,2,UXIN  210618P00002000,2021-06-18
UXIN,P,4.34,"",2021-06-18
UXIN,C,1,UXIN  210820C00001000,2021-08-20
UXIN,C,2,UXIN  210820C00002000,2021-08-20
UXIN,C,3,UXIN  210820C00003000,2021-08-20
UXIN,C,4.34,"",2021-08-20
UXIN,P,1,UXIN  210820P00001000,2021-08-20
UXIN,P,4.34,"",2021-08-20
V,C,200,V     210618C00200000,2021-06-18
V,C,205,V     210618C00205000,2021-06-18
V,C,210,V     210618C00210000,2021-06-18
V,C,215,V     210618C00215000,2021-06-18
V,C,220,V     210618C00220000,2021-06-18
V,C,225,V     210618C00225000,2021-06-18
V,C,230,V     210618C00230000,2021-06-18
V,C,230.31,"",2021-06-18
V,C,235,V     210618C00235000,2021-06-18
V,C,240,V     210618C00240000,2021-06-18
V,C,245,V     210618C00245000,2021-06-18
V,C,250,V     210618C00250000,2021-06-18
V,C,255,V     210618C00255000,2021-06-18
V,C,260,V     210618C00260000,2021-06-18
V,P,160,V     210618P00160000,2021-06-18
V,P,170,V     210618P00170000,2021-06-18
V,P,175,V     210618P00175000,2021-06-18
V,P,180,V     210618P00180000,2021-06-18
V,P,185,V     210618P00185000,2021-06-18
V,P,190,V     210618P00190000,2021-06-18
V,P,195,V     210618P00195000,2021-06-18
V,P,200,V     210618P00200000,2021-06-18
V,P,205,V     210618P00205000,2021-06-18
V,P,210,V     210618P00210000,2021-06-18
V,P,215,V     210618P00215000,2021-06-18
V,P,220,V     210618P00220000,2021-06-18
V,P,225,V     210618P00225000,2021-06-18
V,P,230,V     210618P00230000,2021-06-18
V,P,230.31,"",2021-06-18
V,P,240,V     210618P00240000,2021-06-18
V,C,225,V     210716C00225000,2021-07-16
V,C,230,V     210716C00230000,2021-07-16
V,C,230.31,"",2021-07-16
V,C,235,V     210716C00235000,2021-07-16
V,C,240,V     210716C00240000,2021-07-16
V,C,245,V     210716C00245000,2021-07-16
V,C,250,V     210716C00250000,2021-07-16
V,P,215,V     210716P00215000,2021-07-16
V,P,220,V     210716P00220000,2021-07-16
V,P,230.31,"",2021-07-16
V,C,230,V     210820C00230000,2021-08-20
V,C,230.31,"",2021-08-20
V,C,240,V     210820C00240000,2021-08-20
V,P,210,V     210820P00210000,2021-08-20
V,P,215,V     210820P00215000,2021-08-20
V,P,230.31,"",2021-08-20
VALE,C,15,VALE  210618C00015000,2021-06-18
VALE,C,16,VALE  210618C00016000,2021-06-18
VALE,C,17,VALE  210618C00017000,2021-06-18
VALE,C,18,VALE  210618C00018000,2021-06-18
VALE,C,19,VALE  210618C00019000,2021-06-18
VALE,C,20,VALE  210618C00020000,2021-06-18
VALE,C,21,VALE  210618C00021000,2021-06-18
VALE,C,21.5,VALE  210618C00021500,2021-06-18
VALE,C,22,VALE  210618C00022000,2021-06-18
VALE,C,22.39,"",2021-06-18
VALE,C,22.5,VALE  210618C00022500,2021-06-18
VALE,C,23,VALE  210618C00023000,2021-06-18
VALE,C,24,VALE  210618C00024000,2021-06-18
VALE,C,25,VALE  210618C00025000,2021-06-18
VALE,P,10,VALE  210618P00010000,2021-06-18
VALE,P,11,VALE  210618P00011000,2021-06-18
VALE,P,12,VALE  210618P00012000,2021-06-18
VALE,P,13,VALE  210618P00013000,2021-06-18
VALE,P,14,VALE  210618P00014000,2021-06-18
VALE,P,15,VALE  210618P00015000,2021-06-18
VALE,P,16,VALE  210618P00016000,2021-06-18
VALE,P,17,VALE  210618P00017000,2021-06-18
VALE,P,18,VALE  210618P00018000,2021-06-18
VALE,P,18.5,VALE  210618P00018500,2021-06-18
VALE,P,19,VALE  210618P00019000,2021-06-18
VALE,P,19.5,VALE  210618P00019500,2021-06-18
VALE,P,20,VALE  210618P00020000,2021-06-18
VALE,P,21,VALE  210618P00021000,2021-06-18
VALE,P,21.5,VALE  210618P00021500,2021-06-18
VALE,P,22,VALE  210618P00022000,2021-06-18
VALE,P,22.39,"",2021-06-18
VALE,P,25,VALE  210618P00025000,2021-06-18
VALE,C,20,VALE  210716C00020000,2021-07-16
VALE,C,21,VALE  210716C00021000,2021-07-16
VALE,C,22,VALE  210716C00022000,2021-07-16
VALE,C,22.39,"",2021-07-16
VALE,C,23,VALE  210716C00023000,2021-07-16
VALE,C,24,VALE  210716C00024000,2021-07-16
VALE,C,25,VALE  210716C00025000,2021-07-16
VALE,C,27,VALE  210716C00027000,2021-07-16
VALE,P,14,VALE  210716P00014000,2021-07-16
VALE,P,16,VALE  210716P00016000,2021-07-16
VALE,P,19,VALE  210716P00019000,2021-07-16
VALE,P,20,VALE  210716P00020000,2021-07-16
VALE,P,21,VALE  210716P00021000,2021-07-16
VALE,P,22,VALE  210716P00022000,2021-07-16
VALE,P,22.39,"",2021-07-16
VALE,C,20,VALE  210820C00020000,2021-08-20
VALE,C,21,VALE  210820C00021000,2021-08-20
VALE,C,22,VALE  210820C00022000,2021-08-20
VALE,C,22.39,"",2021-08-20
VALE,C,23,VALE  210820C00023000,2021-08-20
VALE,C,24,VALE  210820C00024000,2021-08-20
VALE,C,30,VALE  210820C00030000,2021-08-20
VALE,P,20,VALE  210820P00020000,2021-08-20
VALE,P,21,VALE  210820P00021000,2021-08-20
VALE,P,22,VALE  210820P00022000,2021-08-20
VALE,P,22.39,"",2021-08-20
VALE,P,23,VALE  210820P00023000,2021-08-20
VALE,P,30,VALE  210820P00030000,2021-08-20
VBIV,C,3.29,"",2021-06-18
VBIV,C,3.5,VBIV  210618C00003500,2021-06-18
VBIV,C,3.29,"",2021-07-16
VBIV,C,3.5,VBIV  210716C00003500,2021-07-16
VBIV,C,4,VBIV  210716C00004000,2021-07-16
VBIV,C,5,VBIV  210716C00005000,2021-07-16
VBIV,P,3.29,"",2021-07-16
VBIV,P,3.5,VBIV  210716P00003500,2021-07-16
VBLT,C,2.42,"",2021-06-18
VBLT,C,2.5,VBLT  210618C00002500,2021-06-18
VBLT,C,5,VBLT  210618C00005000,2021-06-18
VECO,P,21,VECO  210618P00021000,2021-06-18
VECO,P,22,VECO  210618P00022000,2021-06-18
VECO,P,24.39,"",2021-06-18
VEEV,C,288.78,"",2021-06-18
VEEV,C,290,VEEV  210618C00290000,2021-06-18
VEEV,C,350,VEEV  210618C00350000,2021-06-18
VERU,C,7.5,VERU  210716C00007500,2021-07-16
VERU,C,8.71,"",2021-07-16
VERU,C,10,VERU  210716C00010000,2021-07-16
VERU,C,12.5,VERU  210716C00012500,2021-07-16
VERU,C,15,VERU  210716C00015000,2021-07-16
VERU,C,20,VERU  210716C00020000,2021-07-16
VERU,P,5,VERU  210716P00005000,2021-07-16
VERU,P,8.71,"",2021-07-16
VFC,C,79.17,"",2021-08-20
VFC,C,87.5,VFC   210820C00087500,2021-08-20
VFC,C,97.5,VFC   210820C00097500,2021-08-20
VFC,C,105,VFC   210820C00105000,2021-08-20
VFF,C,8,VFF   210618C00008000,2021-06-18
VFF,C,10,VFF   210618C00010000,2021-06-18
VFF,C,10.31,"",2021-06-18
VFF,C,11,VFF   210618C00011000,2021-06-18
VFF,C,12,VFF   210618C00012000,2021-06-18
VFF,P,9,VFF   210618P00009000,2021-06-18
VFF,P,10,VFF   210618P00010000,2021-06-18
VFF,P,10.31,"",2021-06-18
VG,C,13,VG    210618C00013000,2021-06-18
VG,C,13.64,"",2021-06-18
VG,C,14,VG    210618C00014000,2021-06-18
VG,C,13.64,"",2021-08-20
VG,C,15,VG    210820C00015000,2021-08-20
VGZ,C,1.17,"",2021-06-18
VGZ,C,2.5,VGZ   210618C00002500,2021-06-18
VHC,C,4.83,"",2021-06-18
VHC,C,5,VHC   210618C00005000,2021-06-18
VIAC,C,35,VIAC  210618C00035000,2021-06-18
VIAC,C,38,VIAC  210618C00038000,2021-06-18
VIAC,C,39,VIAC  210618C00039000,2021-06-18
VIAC,C,40,VIAC  210618C00040000,2021-06-18
VIAC,C,41,VIAC  210618C00041000,2021-06-18
VIAC,C,41.76,"",2021-06-18
VIAC,C,42,VIAC  210618C00042000,2021-06-18
VIAC,C,43,VIAC  210618C00043000,2021-06-18
VIAC,C,43.5,VIAC  210618C00043500,2021-06-18
VIAC,C,44,VIAC  210618C00044000,2021-06-18
VIAC,C,45,VIAC  210618C00045000,2021-06-18
VIAC,C,47,VIAC  210618C00047000,2021-06-18
VIAC,C,50,VIAC  210618C00050000,2021-06-18
VIAC,C,52.5,VIAC  210618C00052500,2021-06-18
VIAC,C,55,VIAC  210618C00055000,2021-06-18
VIAC,C,60,VIAC  210618C00060000,2021-06-18
VIAC,C,65,VIAC  210618C00065000,2021-06-18
VIAC,C,67.5,VIAC  210618C00067500,2021-06-18
VIAC,C,70,VIAC  210618C00070000,2021-06-18
VIAC,C,72.5,VIAC  210618C00072500,2021-06-18
VIAC,C,75,VIAC  210618C00075000,2021-06-18
VIAC,C,80,VIAC  210618C00080000,2021-06-18
VIAC,C,85,VIAC  210618C00085000,2021-06-18
VIAC,C,90,VIAC  210618C00090000,2021-06-18
VIAC,C,95,VIAC  210618C00095000,2021-06-18
VIAC,C,100,VIAC  210618C00100000,2021-06-18
VIAC,P,29,VIAC  210618P00029000,2021-06-18
VIAC,P,30,VIAC  210618P00030000,2021-06-18
VIAC,P,32,VIAC  210618P00032000,2021-06-18
VIAC,P,33,VIAC  210618P00033000,2021-06-18
VIAC,P,34,VIAC  210618P00034000,2021-06-18
VIAC,P,35,VIAC  210618P00035000,2021-06-18
VIAC,P,36,VIAC  210618P00036000,2021-06-18
VIAC,P,37,VIAC  210618P00037000,2021-06-18
VIAC,P,38,VIAC  210618P00038000,2021-06-18
VIAC,P,39,VIAC  210618P00039000,2021-06-18
VIAC,P,40,VIAC  210618P00040000,2021-06-18
VIAC,P,41,VIAC  210618P00041000,2021-06-18
VIAC,P,41.76,"",2021-06-18
VIAC,P,42,VIAC  210618P00042000,2021-06-18
VIAC,P,43,VIAC  210618P00043000,2021-06-18
VIAC,P,44,VIAC  210618P00044000,2021-06-18
VIAC,P,45,VIAC  210618P00045000,2021-06-18
VIAC,P,47,VIAC  210618P00047000,2021-06-18
VIAC,P,50,VIAC  210618P00050000,2021-06-18
VIAC,P,55,VIAC  210618P00055000,2021-06-18
VIAC,P,65,VIAC  210618P00065000,2021-06-18
VIAC,P,70,VIAC  210618P00070000,2021-06-18
VIAC,P,75,VIAC  210618P00075000,2021-06-18
VIAC,P,80,VIAC  210618P00080000,2021-06-18
VIAC,C,41.76,"",2021-07-16
VIAC,C,42.5,VIAC  210716C00042500,2021-07-16
VIAC,C,45,VIAC  210716C00045000,2021-07-16
VIAC,C,50,VIAC  210716C00050000,2021-07-16
VIAC,C,55,VIAC  210716C00055000,2021-07-16
VIAC,P,37.5,VIAC  210716P00037500,2021-07-16
VIAC,P,40,VIAC  210716P00040000,2021-07-16
VIAC,P,41.76,"",2021-07-16
VIAC,P,42.5,VIAC  210716P00042500,2021-07-16
VIAC,C,40,VIAC  210820C00040000,2021-08-20
VIAC,C,41.76,"",2021-08-20
VIAC,C,42.5,VIAC  210820C00042500,2021-08-20
VIAC,C,45,VIAC  210820C00045000,2021-08-20
VIAC,C,50,VIAC  210820C00050000,2021-08-20
VIAC,P,35,VIAC  210820P00035000,2021-08-20
VIAC,P,37.5,VIAC  210820P00037500,2021-08-20
VIAC,P,40,VIAC  210820P00040000,2021-08-20
VIAC,P,41.76,"",2021-08-20
VIAC,P,42.5,VIAC  210820P00042500,2021-08-20
VICI,C,30,VICI  210618C00030000,2021-06-18
VICI,C,31.82,"",2021-06-18
VIPS,C,23.3,"",2021-06-18
VIPS,C,24,VIPS  210618C00024000,2021-06-18
VIPS,C,25,VIPS  210618C00025000,2021-06-18
VIPS,C,25.5,VIPS  210618C00025500,2021-06-18
VIPS,C,26,VIPS  210618C00026000,2021-06-18
VIPS,C,27,VIPS  210618C00027000,2021-06-18
VIPS,C,31,VIPS  210618C00031000,2021-06-18
VIPS,P,18,VIPS  210618P00018000,2021-06-18
VIPS,P,20,VIPS  210618P00020000,2021-06-18
VIPS,P,23.3,"",2021-06-18
VIPS,P,28,VIPS  210618P00028000,2021-06-18
VIPS,C,23,VIPS  210716C00023000,2021-07-16
VIPS,C,23.3,"",2021-07-16
VIPS,C,24,VIPS  210716C00024000,2021-07-16
VIPS,C,28,VIPS  210716C00028000,2021-07-16
VIPS,C,23.3,"",2021-08-20
VIPS,C,25,VIPS  210820C00025000,2021-08-20
VIPS,C,26,VIPS  210820C00026000,2021-08-20
VIPS,C,31,VIPS  210820C00031000,2021-08-20
VIPS,C,33,VIPS  210820C00033000,2021-08-20
VIPS,C,34,VIPS  210820C00034000,2021-08-20
VIPS,C,35,VIPS  210820C00035000,2021-08-20
VIPS,C,40,VIPS  210820C00040000,2021-08-20
VIPS,C,45,VIPS  210820C00045000,2021-08-20
VIPS,P,23.3,"",2021-08-20
VIPS,P,24,VIPS  210820P00024000,2021-08-20
VIPS,P,27,VIPS  210820P00027000,2021-08-20
VIRT,C,30,VIRT  210618C00030000,2021-06-18
VIRT,C,31.68,"",2021-06-18
VIRT,C,32,VIRT  210618C00032000,2021-06-18
VIRT,C,35,VIRT  210618C00035000,2021-06-18
VISL,C,2.5,VISL  210618C00002500,2021-06-18
VISL,C,2.58,"",2021-06-18
VISL,C,5,VISL  210618C00005000,2021-06-18
VISL,C,2.58,"",2021-07-16
VISL,C,5,VISL  210716C00005000,2021-07-16
VKTX,C,5.26,"",2021-08-20
VKTX,C,8,VKTX  210820C00008000,2021-08-20
VLDR,C,10,VLDR  210618C00010000,2021-06-18
VLDR,C,10.1,"",2021-06-18
VLDR,C,12.5,VLDR  210618C00012500,2021-06-18
VLDR,C,15,VLDR  210618C00015000,2021-06-18
VLDR,C,17.5,VLDR  210618C00017500,2021-06-18
VLDR,C,20,VLDR  210618C00020000,2021-06-18
VLDR,C,40,VLDR  210618C00040000,2021-06-18
VLDR,P,10,VLDR  210618P00010000,2021-06-18
VLDR,P,10.1,"",2021-06-18
VLDR,P,12.5,VLDR  210618P00012500,2021-06-18
VLDR,P,15,VLDR  210618P00015000,2021-06-18
VLDR,C,10,VLDR  210716C00010000,2021-07-16
VLDR,C,10.1,"",2021-07-16
VLDR,C,12.5,VLDR  210716C00012500,2021-07-16
VLDR,C,15,VLDR  210716C00015000,2021-07-16
VLDR,P,10.1,"",2021-07-16
VLDR,P,15,VLDR  210716P00015000,2021-07-16
VLO,C,70,VLO   210618C00070000,2021-06-18
VLO,C,75,VLO   210618C00075000,2021-06-18
VLO,C,80,VLO   210618C00080000,2021-06-18
VLO,C,83.39,"",2021-06-18
VLO,C,85,VLO   210618C00085000,2021-06-18
VLO,C,90,VLO   210618C00090000,2021-06-18
VLO,P,70,VLO   210618P00070000,2021-06-18
VLO,P,75,VLO   210618P00075000,2021-06-18
VLO,P,83.39,"",2021-06-18
VLO,C,83.39,"",2021-07-16
VLO,C,85,VLO   210716C00085000,2021-07-16
VLY,C,13,VLY   210618C00013000,2021-06-18
VLY,C,14.29,"",2021-06-18
VNO,C,45,VNO   210618C00045000,2021-06-18
VNO,C,48.59,"",2021-06-18
VNO,P,30,VNO   210618P00030000,2021-06-18
VNO,P,40,VNO   210618P00040000,2021-06-18
VNO,P,48.59,"",2021-06-18
VNTR,C,4.88,"",2021-06-18
VNTR,C,5,VNTR  210618C00005000,2021-06-18
VNTR,C,7.5,VNTR  210618C00007500,2021-06-18
VOD,C,18,VOD   210618C00018000,2021-06-18
VOD,C,18.48,"",2021-06-18
VOD,C,19,VOD   210618C00019000,2021-06-18
VOD,C,20,VOD   210618C00020000,2021-06-18
VOD,P,16,VOD   210618P00016000,2021-06-18
VOD,P,18,VOD   210618P00018000,2021-06-18
VOD,P,18.48,"",2021-06-18
VOD,C,18,VOD   210716C00018000,2021-07-16
VOD,C,18.48,"",2021-07-16
VOD,C,19,VOD   210716C00019000,2021-07-16
VOD,C,21,VOD   210716C00021000,2021-07-16
VOD,P,18.48,"",2021-07-16
VOD,P,20,VOD   210716P00020000,2021-07-16
VRAY,C,6,VRAY  210618C00006000,2021-06-18
VRAY,C,6.45,"",2021-06-18
VRM,C,40,VRM   210618C00040000,2021-06-18
VRM,C,43.7,"",2021-06-18
VRM,C,45,VRM   210618C00045000,2021-06-18
VRM,C,50,VRM   210618C00050000,2021-06-18
VRM,C,40,VRM   210716C00040000,2021-07-16
VRM,C,43.7,"",2021-07-16
VRM,C,45,VRM   210716C00045000,2021-07-16
VRM,C,50,VRM   210716C00050000,2021-07-16
VRM,C,55,VRM   210716C00055000,2021-07-16
